variable,lag,pearson
coherencia_espectral,76,-0.15734984734826082
coherencia_espectral,77,-0.1561069692210651
coherencia_espectral,78,-0.15600419426770085
coherencia_espectral,79,-0.1569531382704114
coherencia_espectral,80,-0.15885850302822613
coherencia_espectral,81,-0.1614081033783936
coherencia_espectral,82,-0.16417369836293044
coherencia_espectral,83,-0.1667739969265512
coherencia_espectral,84,-0.16891844860786787
coherencia_espectral,85,-0.17045710253682844
coherencia_espectral,86,-0.17119917448435762
coherencia_espectral,87,-0.17115636777483387
coherencia_espectral,88,-0.17049979976356905
coherencia_espectral,89,-0.16949886209546514
coherencia_espectral,90,-0.16836072653541095
entropia_espectral,-90,0.1642822019579159
entropia_espectral,-89,0.1636644297153643
entropia_espectral,-88,0.16337928251013842
entropia_espectral,-87,0.1634560779459856
entropia_espectral,-86,0.1638981042693577
entropia_espectral,-85,0.1648727533125912
entropia_espectral,-84,0.16627554171495282
entropia_espectral,-83,0.16801191025069848
entropia_espectral,-82,0.17007973900355938
entropia_espectral,-81,0.17224616537242513
entropia_espectral,-80,0.17469617336609197
entropia_espectral,-79,0.1771991263403368
entropia_espectral,-78,0.17972753528495775
entropia_espectral,-77,0.1820489830982245
entropia_espectral,-76,0.18404483635915758
entropia_espectral,-75,0.18569748049114895
entropia_espectral,-74,0.18696870335656407
entropia_espectral,-73,0.18783774218447513
entropia_espectral,-72,0.18835744983566663
entropia_espectral,-71,0.18862420955142256
entropia_espectral,-70,0.18878157479764554
entropia_espectral,-69,0.1889361915106885
entropia_espectral,-68,0.18898206168861514
entropia_espectral,-67,0.18916380338252772
entropia_espectral,-66,0.1894811034041396
entropia_espectral,-65,0.18986487095363774
entropia_espectral,-64,0.19035607117721517
entropia_espectral,-63,0.19101651420622892
entropia_espectral,-62,0.19173905190055857
entropia_espectral,-61,0.1925641999822768
entropia_espectral,-60,0.19344902888424859
entropia_espectral,-59,0.19408639149298712
entropia_espectral,-58,0.19438943906651499
entropia_espectral,-57,0.19435736520523755
entropia_espectral,-56,0.19397978418856288
entropia_espectral,-55,0.19304137057638318
entropia_espectral,-54,0.1915146049600173
entropia_espectral,-53,0.18969403397439977
entropia_espectral,-52,0.1876912995009963
entropia_espectral,-51,0.1854405771950512
entropia_espectral,-50,0.18295396615307394
entropia_espectral,-49,0.18017605029373393
entropia_espectral,-48,0.1772983593740013
entropia_espectral,-47,0.17419990543961905
entropia_espectral,-46,0.1709484486109785
entropia_espectral,-45,0.16763280963324603
entropia_espectral,-44,0.16436817068775766
entropia_espectral,-43,0.160982244411755
entropia_espectral,-42,0.15752660815568162
entropia_espectral,-41,0.1541090830280098
entropia_espectral,-40,0.15104396929319466
entropia_espectral,-39,0.14848719686228315
entropia_espectral,-38,0.1465420906249898
entropia_espectral,-37,0.14526857119504608
entropia_espectral,-36,0.14484880877369852
entropia_espectral,-35,0.1455966530062171
entropia_espectral,-34,0.14749982237376696
entropia_espectral,-33,0.15031001107745692
entropia_espectral,-32,0.15398994412378286
entropia_espectral,-31,0.15845949256991357
entropia_espectral,-30,0.16350871249485285
entropia_espectral,-29,0.16894807780930884
entropia_espectral,-28,0.17468351268804164
entropia_espectral,-27,0.18053544144297937
entropia_espectral,-26,0.186195113196336
entropia_espectral,-25,0.19149563247340629
entropia_espectral,-24,0.1963343927777502
entropia_espectral,-23,0.20062206630705934
entropia_espectral,-22,0.20430993030654676
entropia_espectral,-21,0.20732464615584953
entropia_espectral,-20,0.20967800776239576
entropia_espectral,-19,0.21146689235560379
entropia_espectral,-18,0.21275494477851226
entropia_espectral,-17,0.21357795021899434
entropia_espectral,-16,0.21425962052486977
entropia_espectral,-15,0.21488108775035522
entropia_espectral,-14,0.21553961668406701
entropia_espectral,-13,0.21620512375424297
entropia_espectral,-12,0.21706514007969477
entropia_espectral,-11,0.21823800068513757
entropia_espectral,-10,0.21980527304552108
entropia_espectral,-9,0.22136941833516363
entropia_espectral,-8,0.22300952660944126
entropia_espectral,-7,0.22460829920041334
entropia_espectral,-6,0.2261016243899564
entropia_espectral,-5,0.22730335590822978
entropia_espectral,-4,0.22830247169544318
entropia_espectral,-3,0.22905631402991497
entropia_espectral,-2,0.22967082716915627
entropia_espectral,-1,0.23010268888300817
entropia_espectral,0,0.23047160692266214
entropia_espectral,1,0.23087691933333152
entropia_espectral,2,0.2313495827197905
entropia_espectral,3,0.23192076911599452
entropia_espectral,4,0.2325795525085556
entropia_espectral,5,0.23327118123341012
entropia_espectral,6,0.23396025413733895
entropia_espectral,7,0.23455754905108597
entropia_espectral,8,0.23496908830986699
entropia_espectral,9,0.2350719495201868
entropia_espectral,10,0.23485869350293212
entropia_espectral,11,0.2342389069785894
entropia_espectral,12,0.23314592776410842
entropia_espectral,13,0.23155106011614093
entropia_espectral,14,0.2294576642101128
entropia_espectral,15,0.22690690891689122
entropia_espectral,16,0.2239804678836643
entropia_espectral,17,0.22079994027098213
entropia_espectral,18,0.21752329549586014
entropia_espectral,19,0.2143382732026833
entropia_espectral,20,0.21145202084002898
entropia_espectral,21,0.2090764509786595
entropia_espectral,22,0.20741031590462083
entropia_espectral,23,0.2066209356194262
entropia_espectral,24,0.20680216740516277
entropia_espectral,25,0.2080312488148773
entropia_espectral,26,0.21030550471934814
entropia_espectral,27,0.21361252251206564
entropia_espectral,28,0.21784538112949964
entropia_espectral,29,0.2228524319084775
entropia_espectral,30,0.22844695535348558
entropia_espectral,31,0.23440928143931514
entropia_espectral,32,0.24051987524637036
entropia_espectral,33,0.24653531089822944
entropia_espectral,34,0.25220000294562017
entropia_espectral,35,0.2573094321933012
entropia_espectral,36,0.26170630620686613
entropia_espectral,37,0.2652912137831895
entropia_espectral,38,0.2680245224206957
entropia_espectral,39,0.2699191107724744
entropia_espectral,40,0.2710263519819508
entropia_espectral,41,0.2714195756132079
entropia_espectral,42,0.2711791574033054
entropia_espectral,43,0.2703818018330234
entropia_espectral,44,0.2690948573164624
entropia_espectral,45,0.26737567399787443
entropia_espectral,46,0.2652757130914026
entropia_espectral,47,0.2628481812250155
entropia_espectral,48,0.2601561783913724
entropia_espectral,49,0.2572771401416581
entropia_espectral,50,0.2543004394798873
entropia_espectral,51,0.2513184093867359
entropia_espectral,52,0.2484146160915773
entropia_espectral,53,0.24565438479784946
entropia_espectral,54,0.24308059504530252
entropia_espectral,55,0.24071423214415238
entropia_espectral,56,0.23855660753029861
entropia_espectral,57,0.23659005947505687
entropia_espectral,58,0.23477605138793073
entropia_espectral,59,0.23305230231077215
entropia_espectral,60,0.23133212351997606
entropia_espectral,61,0.2295086589262716
entropia_espectral,62,0.2274647366707128
entropia_espectral,63,0.22508678277812783
entropia_espectral,64,0.2222798398781869
entropia_espectral,65,0.21898066352700235
entropia_espectral,66,0.21516688692780003
entropia_espectral,67,0.21085414064155744
entropia_espectral,68,0.20606918811475675
entropia_espectral,69,0.200984224738495
entropia_espectral,70,0.1957658963212459
entropia_espectral,71,0.19054664983970188
entropia_espectral,72,0.18550687447096575
entropia_espectral,73,0.1808255378926667
entropia_espectral,74,0.17666643283644679
entropia_espectral,75,0.17316476499405836
entropia_espectral,76,0.17041505098590518
entropia_espectral,77,0.16846154204029254
entropia_espectral,78,0.1672824308574888
entropia_espectral,79,0.16682786441939743
entropia_espectral,80,0.16696751909375354
entropia_espectral,81,0.16753900538507355
entropia_espectral,82,0.1683563798466311
entropia_espectral,83,0.1692330061713059
entropia_espectral,84,0.17000639211749394
entropia_espectral,85,0.17056040055662153
entropia_espectral,86,0.17084016837533883
entropia_espectral,87,0.1708564042619929
entropia_espectral,88,0.1706780226465248
entropia_espectral,89,0.17041471269615535
entropia_espectral,90,0.17018301151162948
estados_fase,-90,0.25423465893627206
estados_fase,-89,0.2615698152598695
estados_fase,-88,0.2669124625946299
estados_fase,-87,0.27135069606716206
estados_fase,-86,0.27473971910137845
estados_fase,-85,0.2775875298544056
estados_fase,-84,0.27976413417228896
estados_fase,-83,0.2804443436107665
estados_fase,-82,0.28233732029228686
estados_fase,-81,0.2851962457366189
estados_fase,-80,0.2872922639818626
estados_fase,-79,0.2888470297656501
estados_fase,-78,0.2909945973164837
estados_fase,-77,0.29280215022142697
estados_fase,-76,0.2957744794403795
estados_fase,-75,0.30280977972730394
estados_fase,-74,0.30986913917746345
estados_fase,-73,0.31555327983873294
estados_fase,-72,0.3182254511983643
estados_fase,-71,0.31796351783258586
estados_fase,-70,0.3173430120807358
estados_fase,-69,0.31798117310589247
estados_fase,-68,0.3166541793282848
estados_fase,-67,0.3124135224689736
estados_fase,-66,0.3077258173836976
estados_fase,-65,0.30285014469262844
estados_fase,-64,0.2996422045181464
estados_fase,-63,0.29645078452317425
estados_fase,-62,0.29575808324816627
estados_fase,-61,0.29535609153336145
estados_fase,-60,0.29617635046129814
estados_fase,-59,0.29758872165614764
estados_fase,-58,0.29766943676505003
estados_fase,-57,0.2979237325596035
estados_fase,-56,0.29405468172221627
estados_fase,-55,0.28900409631496776
estados_fase,-54,0.28577316497602995
estados_fase,-53,0.28497825627220136
estados_fase,-52,0.28507226188163076
estados_fase,-51,0.28570407896547984
estados_fase,-50,0.2868867221804707
estados_fase,-49,0.28970265818308616
estados_fase,-48,0.29273662833830494
estados_fase,-47,0.29255251721489994
estados_fase,-46,0.2879901826466177
estados_fase,-45,0.2870950935350758
estados_fase,-44,0.2869662421575038
estados_fase,-43,0.28499581449708444
estados_fase,-42,0.28161803279386527
estados_fase,-41,0.2768479644439567
estados_fase,-40,0.27192738974757696
estados_fase,-39,0.265457768146842
estados_fase,-38,0.26071598548052044
estados_fase,-37,0.2562105874262222
estados_fase,-36,0.2520883465596344
estados_fase,-35,0.2518480442295571
estados_fase,-34,0.2528954785289981
estados_fase,-33,0.2531997665062371
estados_fase,-32,0.2509783227757294
estados_fase,-31,0.2511699996301292
estados_fase,-30,0.2545650559572574
estados_fase,-29,0.2574160456241623
estados_fase,-28,0.2572647177019803
estados_fase,-27,0.25633139759266205
estados_fase,-26,0.2530119452014372
estados_fase,-25,0.25220472723720144
estados_fase,-24,0.25229534614301824
estados_fase,-23,0.24967222020647947
estados_fase,-22,0.24764531111932342
estados_fase,-21,0.2449607975272481
estados_fase,-20,0.24746579792004408
estados_fase,-19,0.2482367453642842
estados_fase,-18,0.24901638713725707
estados_fase,-17,0.25276830034186654
estados_fase,-16,0.25673861209720555
estados_fase,-15,0.2593225001263433
estados_fase,-14,0.26127273957151614
estados_fase,-13,0.26568829844685
estados_fase,-12,0.26945440978652924
estados_fase,-11,0.2732836014767214
estados_fase,-10,0.27652140786576623
estados_fase,-9,0.2774895758823103
estados_fase,-8,0.27774091293392816
estados_fase,-7,0.27862488610878944
estados_fase,-6,0.2816595270668972
estados_fase,-5,0.28400628393250765
estados_fase,-4,0.28783665294250754
estados_fase,-3,0.2922551098886084
estados_fase,-2,0.2917458702218588
estados_fase,-1,0.29164050643575934
estados_fase,0,0.28712944489372805
estados_fase,1,0.28433205570431436
estados_fase,2,0.2818347353415859
estados_fase,3,0.2764592082337924
estados_fase,4,0.27094709723257626
estados_fase,5,0.26539584743261874
estados_fase,6,0.2612415696113127
estados_fase,7,0.26088403778241853
estados_fase,8,0.26178548517278327
estados_fase,9,0.26605858864494514
estados_fase,10,0.2713649488628586
estados_fase,11,0.27936425692704836
estados_fase,12,0.2860389090672618
estados_fase,13,0.2907406456744798
estados_fase,14,0.2920864798213186
estados_fase,15,0.2879807589698427
estados_fase,16,0.28237049173005074
estados_fase,17,0.27735379857742554
estados_fase,18,0.27159901315170015
estados_fase,19,0.26540452094454214
estados_fase,20,0.26040735791328207
estados_fase,21,0.2531820197521819
estados_fase,22,0.24700369235207525
estados_fase,23,0.24220647262700912
estados_fase,24,0.2408988459731228
estados_fase,25,0.2409834415451827
estados_fase,26,0.2426590205354079
estados_fase,27,0.24548188362238613
estados_fase,28,0.24976801395941658
estados_fase,29,0.25627426641613166
estados_fase,30,0.2645588531907903
estados_fase,31,0.27273995512782545
estados_fase,32,0.28057315338671684
estados_fase,33,0.2849238742155567
estados_fase,34,0.28892109889312917
estados_fase,35,0.2924207382394189
estados_fase,36,0.29422569391621695
estados_fase,37,0.29885728718097165
estados_fase,38,0.3063046812014174
estados_fase,39,0.3137927669180802
estados_fase,40,0.32072207932800667
estados_fase,41,0.3274595614371948
estados_fase,42,0.33232408679148545
estados_fase,43,0.3349838876683643
estados_fase,44,0.3347617978246209
estados_fase,45,0.3327670951187163
estados_fase,46,0.32671789392359224
estados_fase,47,0.3143909281394349
estados_fase,48,0.3008355241634174
estados_fase,49,0.29222268003150725
estados_fase,50,0.28445149185616464
estados_fase,51,0.2805737169670082
estados_fase,52,0.2823613304892846
estados_fase,53,0.2907785489607756
estados_fase,54,0.30076959191790437
estados_fase,55,0.308521507683895
estados_fase,56,0.3140492607485635
estados_fase,57,0.31912180962395015
estados_fase,58,0.32277930641932917
estados_fase,59,0.3226208720965052
estados_fase,60,0.3203449879077211
estados_fase,61,0.3140492005085897
estados_fase,62,0.3061641859016428
estados_fase,63,0.2978333132827056
estados_fase,64,0.2920717493687831
estados_fase,65,0.2847598383685581
estados_fase,66,0.27810087375286646
estados_fase,67,0.27337693373858785
estados_fase,68,0.271772470315428
estados_fase,69,0.2707099024275205
estados_fase,70,0.2746781924251582
estados_fase,71,0.27650472200465015
estados_fase,72,0.2786792707567617
estados_fase,73,0.2774272315306007
estados_fase,74,0.2776658543017476
estados_fase,75,0.27839003435961296
estados_fase,76,0.27648033463328053
estados_fase,77,0.2743050902087724
estados_fase,78,0.2742765080255008
estados_fase,79,0.2759595826510185
estados_fase,80,0.27811665191571044
estados_fase,81,0.2821433704538667
estados_fase,82,0.2845270025415802
estados_fase,83,0.28584156805080085
estados_fase,84,0.2857283114907006
estados_fase,85,0.28667590462811
estados_fase,86,0.28476659126465825
estados_fase,87,0.2801001770530564
estados_fase,88,0.2789389217632376
estados_fase,89,0.2765130252927816
estados_fase,90,0.27358642486104406
entropia_fase,-90,0.2596021658379107
entropia_fase,-89,0.26615932997474684
entropia_fase,-88,0.2713390734874816
entropia_fase,-87,0.27598550441837266
entropia_fase,-86,0.27983697271921876
entropia_fase,-85,0.28307381624507094
entropia_fase,-84,0.2856740789195661
entropia_fase,-83,0.28672474482733606
entropia_fase,-82,0.28848191066359713
entropia_fase,-81,0.2910847674830056
entropia_fase,-80,0.29301072216176954
entropia_fase,-79,0.29437682083674344
entropia_fase,-78,0.29656206890479275
entropia_fase,-77,0.2979926498760926
entropia_fase,-76,0.3005533619143769
entropia_fase,-75,0.3070173484481719
entropia_fase,-74,0.3133432594458023
entropia_fase,-73,0.31850435424439616
entropia_fase,-72,0.3210424541280021
entropia_fase,-71,0.3209824535479666
entropia_fase,-70,0.3202908724967454
entropia_fase,-69,0.32082190607941774
entropia_fase,-68,0.31925901343707097
entropia_fase,-67,0.31503902745046053
entropia_fase,-66,0.3105878995079206
entropia_fase,-65,0.3061796256700104
entropia_fase,-64,0.3038879955372442
entropia_fase,-63,0.30160504272429933
entropia_fase,-62,0.3018047186115608
entropia_fase,-61,0.30226086959412696
entropia_fase,-60,0.3034098896765735
entropia_fase,-59,0.305144172198878
entropia_fase,-58,0.3050361214805444
entropia_fase,-57,0.3048392834566834
entropia_fase,-56,0.3008355534412039
entropia_fase,-55,0.2960627237807739
entropia_fase,-54,0.29286350897439783
entropia_fase,-53,0.29201488905413103
entropia_fase,-52,0.29217262148607864
entropia_fase,-51,0.29275586609978105
entropia_fase,-50,0.2936129814846349
entropia_fase,-49,0.29583849057761435
entropia_fase,-48,0.2979622349895066
entropia_fase,-47,0.2977900525375452
entropia_fase,-46,0.2933802252386235
entropia_fase,-45,0.29228675036289953
entropia_fase,-44,0.2917053624766452
entropia_fase,-43,0.28898975817368944
entropia_fase,-42,0.28464408059126434
entropia_fase,-41,0.2794680849824671
entropia_fase,-40,0.27411228961759804
entropia_fase,-39,0.2674010490910965
entropia_fase,-38,0.2622326058750874
entropia_fase,-37,0.257510580730299
entropia_fase,-36,0.253255899018876
entropia_fase,-35,0.2531027716889031
entropia_fase,-34,0.254691385786208
entropia_fase,-33,0.2555650614141021
entropia_fase,-32,0.25406946212593257
entropia_fase,-31,0.25491060083505096
entropia_fase,-30,0.25898471649401206
entropia_fase,-29,0.262535807970942
entropia_fase,-28,0.26320228337506046
entropia_fase,-27,0.2625437714465414
entropia_fase,-26,0.259596429418862
entropia_fase,-25,0.2591371488551142
entropia_fase,-24,0.25930217837603475
entropia_fase,-23,0.2569687849336741
entropia_fase,-22,0.25499695775975595
entropia_fase,-21,0.25244697455971654
entropia_fase,-20,0.2549534057867462
entropia_fase,-19,0.2562208480845537
entropia_fase,-18,0.2572664409960306
entropia_fase,-17,0.260946583878712
entropia_fase,-16,0.2648489006640444
entropia_fase,-15,0.2672066702767454
entropia_fase,-14,0.26875430413048157
entropia_fase,-13,0.27279792674979936
entropia_fase,-12,0.2763750387774401
entropia_fase,-11,0.2800475952204176
entropia_fase,-10,0.2831781407382345
entropia_fase,-9,0.28432066497955305
entropia_fase,-8,0.28508465188938953
entropia_fase,-7,0.286732481383849
entropia_fase,-6,0.2901301195599843
entropia_fase,-5,0.2929712785799012
entropia_fase,-4,0.29714207545967974
entropia_fase,-3,0.3018717241918991
entropia_fase,-2,0.3015602714087093
entropia_fase,-1,0.30142415217195234
entropia_fase,0,0.29667426263077507
entropia_fase,1,0.2931241871911013
entropia_fase,2,0.28971799571171886
entropia_fase,3,0.2838133243995739
entropia_fase,4,0.27793247865778214
entropia_fase,5,0.2721193890197075
entropia_fase,6,0.2681445868382609
entropia_fase,7,0.26746567729772264
entropia_fase,8,0.26831459844912176
entropia_fase,9,0.27246057519661737
entropia_fase,10,0.2778432089291859
entropia_fase,11,0.2857089981821006
entropia_fase,12,0.2922523617983657
entropia_fase,13,0.29724805546536265
entropia_fase,14,0.2987113367039414
entropia_fase,15,0.29451423216757255
entropia_fase,16,0.2889018668615413
entropia_fase,17,0.28399074455837847
entropia_fase,18,0.27858432097941305
entropia_fase,19,0.27299053351178465
entropia_fase,20,0.26847160252452684
entropia_fase,21,0.2617924063860339
entropia_fase,22,0.25625425860205514
entropia_fase,23,0.2521911749473194
entropia_fase,24,0.2513442174635984
entropia_fase,25,0.2514655571950272
entropia_fase,26,0.25270845184660234
entropia_fase,27,0.25438326757247465
entropia_fase,28,0.2575322096861559
entropia_fase,29,0.26280715403893545
entropia_fase,30,0.2699431583786664
entropia_fase,31,0.27747612928081694
entropia_fase,32,0.28436545576010214
entropia_fase,33,0.28799868769415987
entropia_fase,34,0.2914417689937534
entropia_fase,35,0.2946832475631637
entropia_fase,36,0.2964700019898105
entropia_fase,37,0.3013778112147196
entropia_fase,38,0.30932001781040647
entropia_fase,39,0.31770502885680885
entropia_fase,40,0.32522133107057866
entropia_fase,41,0.33250143941232696
entropia_fase,42,0.3377841561941217
entropia_fase,43,0.3410626560993356
entropia_fase,44,0.34178828206238654
entropia_fase,45,0.3405712388446801
entropia_fase,46,0.33564717852009596
entropia_fase,47,0.3249572579591579
entropia_fase,48,0.31281875028008366
entropia_fase,49,0.305193451697681
entropia_fase,50,0.2987494034685552
entropia_fase,51,0.29570154498917234
entropia_fase,52,0.2976575083867293
entropia_fase,53,0.30545279276789467
entropia_fase,54,0.3140123112398368
entropia_fase,55,0.31996873696901423
entropia_fase,56,0.3237330602139921
entropia_fase,57,0.32734715564486744
entropia_fase,58,0.3303963785400606
entropia_fase,59,0.3300176810985439
entropia_fase,60,0.32743046277355475
entropia_fase,61,0.32130385979718845
entropia_fase,62,0.31358469050725046
entropia_fase,63,0.30534465928464954
entropia_fase,64,0.2998953717340084
entropia_fase,65,0.29367614756148525
entropia_fase,66,0.28847510232768664
entropia_fase,67,0.28480606470282926
entropia_fase,68,0.2840528799526084
entropia_fase,69,0.28343378461651836
entropia_fase,70,0.28790579142903805
entropia_fase,71,0.29005762230143745
entropia_fase,72,0.29248294726823054
entropia_fase,73,0.29185192987201564
entropia_fase,74,0.2922557018571546
entropia_fase,75,0.2929221031877758
entropia_fase,76,0.2909023702027195
entropia_fase,77,0.2882605950127809
entropia_fase,78,0.28751236862825974
entropia_fase,79,0.2885050148091729
entropia_fase,80,0.29049171229514664
entropia_fase,81,0.2943493223049471
entropia_fase,82,0.29680773830067647
entropia_fase,83,0.29839557275012435
entropia_fase,84,0.2978194120504701
entropia_fase,85,0.2981509174769964
entropia_fase,86,0.29538330928273604
entropia_fase,87,0.2901410026490694
entropia_fase,88,0.28811999851086906
entropia_fase,89,0.2852159040655758
entropia_fase,90,0.2821001268010945
concentracion_fase,-90,-0.23866209394729337
concentracion_fase,-89,-0.2471890267620551
concentracion_fase,-88,-0.25237779447556574
concentracion_fase,-87,-0.25357937808672754
concentracion_fase,-86,-0.25370112888671653
concentracion_fase,-85,-0.2526133584116377
concentracion_fase,-84,-0.25324808460095277
concentracion_fase,-83,-0.2551258235942513
concentracion_fase,-82,-0.2571022693060477
concentracion_fase,-81,-0.26223314847307233
concentracion_fase,-80,-0.26747406000143265
concentracion_fase,-79,-0.2696253160958861
concentracion_fase,-78,-0.2721325151329905
concentracion_fase,-77,-0.27362525587802955
concentracion_fase,-76,-0.2765418093511029
concentracion_fase,-75,-0.2826118673567399
concentracion_fase,-74,-0.2872646121669076
concentracion_fase,-73,-0.29198856579878607
concentracion_fase,-72,-0.29525806038221253
concentracion_fase,-71,-0.2978372736691963
concentracion_fase,-70,-0.2997373569047385
concentracion_fase,-69,-0.3021239554105112
concentracion_fase,-68,-0.3011471838896489
concentracion_fase,-67,-0.297078395431923
concentracion_fase,-66,-0.29273322729469325
concentracion_fase,-65,-0.28721792420720627
concentracion_fase,-64,-0.28460645249792943
concentracion_fase,-63,-0.282122899908824
concentracion_fase,-62,-0.2817965884730818
concentracion_fase,-61,-0.27982424283524726
concentracion_fase,-60,-0.2770576617471925
concentracion_fase,-59,-0.27692601369617686
concentracion_fase,-58,-0.27431804785945946
concentracion_fase,-57,-0.27282300736465015
concentracion_fase,-56,-0.26944605833047175
concentracion_fase,-55,-0.2650622336652525
concentracion_fase,-54,-0.26199610831168096
concentracion_fase,-53,-0.2609430895544515
concentracion_fase,-52,-0.2642452782452657
concentracion_fase,-51,-0.2660250884567803
concentracion_fase,-50,-0.266339462121317
concentracion_fase,-49,-0.2670975606194771
concentracion_fase,-48,-0.2682796813969011
concentracion_fase,-47,-0.2698456697628713
concentracion_fase,-46,-0.26606044720889616
concentracion_fase,-45,-0.26426038197416485
concentracion_fase,-44,-0.26263816508707283
concentracion_fase,-43,-0.2585264053322924
concentracion_fase,-42,-0.25401567557920934
concentracion_fase,-41,-0.25015003557296683
concentracion_fase,-40,-0.24679241448155734
concentracion_fase,-39,-0.24338628676906482
concentracion_fase,-38,-0.2393563636025359
concentracion_fase,-37,-0.2350570755465829
concentracion_fase,-36,-0.22941382566593319
concentracion_fase,-35,-0.22743128004647076
concentracion_fase,-34,-0.2300650192496445
concentracion_fase,-33,-0.23194466961116528
concentracion_fase,-32,-0.2312776762224963
concentracion_fase,-31,-0.23210261130203622
concentracion_fase,-30,-0.23633582049881868
concentracion_fase,-29,-0.2415475593281397
concentracion_fase,-28,-0.24381895297060902
concentracion_fase,-27,-0.2439128660707079
concentracion_fase,-26,-0.2415972565950969
concentracion_fase,-25,-0.23999265547903975
concentracion_fase,-24,-0.23870417571781555
concentracion_fase,-23,-0.2353036675097295
concentracion_fase,-22,-0.23243831175321633
concentracion_fase,-21,-0.23018375335416008
concentracion_fase,-20,-0.23508452174367817
concentracion_fase,-19,-0.24169021097268195
concentracion_fase,-18,-0.24729934865942113
concentracion_fase,-17,-0.2546219107819297
concentracion_fase,-16,-0.26136030820304584
concentracion_fase,-15,-0.26609123889777214
concentracion_fase,-14,-0.2683588034599283
concentracion_fase,-13,-0.2721084266664495
concentracion_fase,-12,-0.27688826522931315
concentracion_fase,-11,-0.2803187517236163
concentracion_fase,-10,-0.2826125416488334
concentracion_fase,-9,-0.2821603110176898
concentracion_fase,-8,-0.28166517591460705
concentracion_fase,-7,-0.28258629753456166
concentracion_fase,-6,-0.2842094767294563
concentracion_fase,-5,-0.2834574744546218
concentracion_fase,-4,-0.28426271287407945
concentracion_fase,-3,-0.2873976601060933
concentracion_fase,-2,-0.288190087877892
concentracion_fase,-1,-0.289839987726843
concentracion_fase,0,-0.28685591684461986
concentracion_fase,1,-0.283408368579755
concentracion_fase,2,-0.28081686431986563
concentracion_fase,3,-0.27671633266878953
concentracion_fase,4,-0.272135799700601
concentracion_fase,5,-0.2673899440558228
concentracion_fase,6,-0.26623004473596007
concentracion_fase,7,-0.2675495093095294
concentracion_fase,8,-0.2711331844052633
concentracion_fase,9,-0.27721771913734683
concentracion_fase,10,-0.28196216617732406
concentracion_fase,11,-0.2896845463369605
concentracion_fase,12,-0.2957358514722373
concentracion_fase,13,-0.30050301531462364
concentracion_fase,14,-0.3040733839827462
concentracion_fase,15,-0.3029412440899449
concentracion_fase,16,-0.3005729416313349
concentracion_fase,17,-0.2982918369881093
concentracion_fase,18,-0.29526264284147846
concentracion_fase,19,-0.2908826632616705
concentracion_fase,20,-0.28720141401907945
concentracion_fase,21,-0.2811639100702245
concentracion_fase,22,-0.27586893468726
concentracion_fase,23,-0.2713955670439066
concentracion_fase,24,-0.2685771295001141
concentracion_fase,25,-0.26599509028755797
concentracion_fase,26,-0.2639359995371485
concentracion_fase,27,-0.2622305382413055
concentracion_fase,28,-0.2639597829785637
concentracion_fase,29,-0.2670769663003123
concentracion_fase,30,-0.273462867075367
concentracion_fase,31,-0.2816770617809385
concentracion_fase,32,-0.2894279390247046
concentracion_fase,33,-0.2943094519632352
concentracion_fase,34,-0.297749935990691
concentracion_fase,35,-0.30105903228220826
concentracion_fase,36,-0.3028684177808378
concentracion_fase,37,-0.30821360012745036
concentracion_fase,38,-0.31494417412557973
concentracion_fase,39,-0.32199520316736535
concentracion_fase,40,-0.3269967356052689
concentracion_fase,41,-0.33067661517976576
concentracion_fase,42,-0.3337527169144879
concentracion_fase,43,-0.3367529468089241
concentracion_fase,44,-0.3383830143607726
concentracion_fase,45,-0.33825830422427255
concentracion_fase,46,-0.3336393694490523
concentracion_fase,47,-0.32347221701287154
concentracion_fase,48,-0.311695285947087
concentracion_fase,49,-0.3045323559400446
concentracion_fase,50,-0.3004549738055927
concentracion_fase,51,-0.29741267418280826
concentracion_fase,52,-0.2994908866705072
concentracion_fase,53,-0.3049102842017305
concentracion_fase,54,-0.30992163400967615
concentracion_fase,55,-0.3116666159184028
concentracion_fase,56,-0.31045249292051746
concentracion_fase,57,-0.3086443209807299
concentracion_fase,58,-0.3067988717781414
concentracion_fase,59,-0.3039625214505652
concentracion_fase,60,-0.2967548618550932
concentracion_fase,61,-0.28890336457612414
concentracion_fase,62,-0.28121565958631173
concentracion_fase,63,-0.2719944207150324
concentracion_fase,64,-0.2679396000191096
concentracion_fase,65,-0.2653864247221989
concentracion_fase,66,-0.2640818592444594
concentracion_fase,67,-0.2645195512946015
concentracion_fase,68,-0.267595919427343
concentracion_fase,69,-0.27108852261659755
concentracion_fase,70,-0.28189910631681525
concentracion_fase,71,-0.2900717382156466
concentracion_fase,72,-0.29713683404505864
concentracion_fase,73,-0.29910351442804395
concentracion_fase,74,-0.3002470639297358
concentracion_fase,75,-0.3007377197686777
concentracion_fase,76,-0.2990981362944616
concentracion_fase,77,-0.29729484669070644
concentracion_fase,78,-0.29693649067200056
concentracion_fase,79,-0.2972915992010945
concentracion_fase,80,-0.2995233831117037
concentracion_fase,81,-0.3016102712433531
concentracion_fase,82,-0.2995742287884696
concentracion_fase,83,-0.2958983997312045
concentracion_fase,84,-0.2915073563602108
concentracion_fase,85,-0.28933020364045425
concentracion_fase,86,-0.2829461753773533
concentracion_fase,87,-0.27643357570072485
